gene,log2FC,pVal,adj.p,-Log10(adj.P),expression
TYMS,2.88446337685396,4.88439971709466e-06,1.92692252575493e-05,4.71513574632717,Up-regulated
TK1,2.74719524551697,2.59474885115241e-10,1.57439127475557e-09,8.80288732575725,Up-regulated
RRM2,2.71594270180435,3.76046039643143e-05,0.000130645672482473,3.88390497130297,Up-regulated
BGN,2.67366721888081,5.92050994662483e-13,4.30837108953712e-12,11.3656868970181,Up-regulated
HACD1,2.66269817705441,5.95692053784483e-10,3.52505682376861e-09,8.45283387780727,Up-regulated
DHFR,2.49872576938441,1.46864279174092e-14,1.20131766938207e-13,12.9203421351307,Up-regulated
APOBEC3B,2.48994608173168,0.0295015574906112,0.0578219789215437,1.23790704895039,NS.
GCSH,2.26168831274679,3.09989042183555e-08,1.58226634327815e-07,6.80072040978907,Up-regulated
PFAS,2.26168743012628,3.14660111470023e-06,1.27882618888006e-05,4.893188478461,Up-regulated
APOM,2.22659611055712,2.76443026056971e-05,9.76161111683141e-05,4.01047849776312,Up-regulated
NME1,2.16452368129544,4.18264254991102e-16,3.76962847385286e-15,14.4237014507774,Up-regulated
GNG4,2.16452368112271,2.79942700612527e-06,1.15075682656371e-05,4.93901644008799,Up-regulated
CAV1,2.11779325005736,0.00608308090292013,0.0143830474916465,1.84214908553987,Up-regulated
SUV39H2,2.11045648426142,6.09270678803515e-06,2.37748014883669e-05,4.62388310058894,Up-regulated
LTC4S,2.11045648426137,6.09270678810517e-06,2.37748014883669e-05,4.62388310058894,Up-regulated
BYSL,2.11045646118377,1.07016182960858e-06,4.57366781939857e-06,5.33973538092755,Up-regulated
MGST1,2.04427454750599,0.00352829456874581,0.00871428635760372,2.05976817294241,Up-regulated
PHGDH,2.0290651344829,1.87651949704427e-08,9.73981444971894e-08,7.01144931665637,Up-regulated
PXMP2,1.99202386465651,4.94762335845424e-12,3.30968345158709e-11,10.4802135415122,Up-regulated
DUT,1.98142741945886,7.03174487951023e-42,4.32753670584715e-40,39.3637592397832,Up-regulated
NQO1,1.97758317864757,0.000145293859001535,0.000456214245319689,3.340831157974,Up-regulated
PSPH,1.95630584914757,8.54764172389173e-06,3.25869385367483e-05,4.48695643852381,Up-regulated
PAICS,1.95210409334662,1.61929639962423e-11,1.05376569329021e-10,9.97725594455359,Up-regulated
BCAT1,1.94974837966989,9.19447338773087e-06,3.49909817617885e-05,4.45604387209995,Up-regulated
NUDT2,1.94695117507755,4.10597428955464e-20,4.67950720619084e-19,18.3297998795969,Up-regulated
GPAT2,1.93033029379696,0.0086624295746637,0.0195646498492764,1.7085279203106,Up-regulated
ACP6,1.90501376249302,3.66834388803138e-05,0.000128065036220739,3.89256942333124,Up-regulated
SORD,1.89789502170508,2.30308240665771e-05,8.22693118398126e-05,4.08476213543262,Up-regulated
AGMAT,1.89596265029891,1.77850660575122e-08,9.27579474282838e-08,7.03264887010771,Up-regulated
CSGALNACT1,1.88520985851893,1.69365793650564e-07,8.05328740669567e-07,6.09402680147697,Up-regulated
PLOD1,1.8825396300836,2.30885964459557e-07,1.06952337085137e-06,5.97080972093734,Up-regulated
SRD5A3,1.87684161368659,3.55384542348931e-06,1.42816847802164e-05,4.84522055673411,Up-regulated
ACOT7,1.84155213189543,1.48200905517258e-11,9.6734772873992e-11,10.0144173836967,Up-regulated
ALYREF,1.83057989103209,1.39735814147124e-12,9.80426526621839e-12,11.0085849469001,Up-regulated
GNA15,1.82805144467649,0.00043572900721221,0.00127521777382486,2.89441564276394,Up-regulated
NME2,1.82133750673721,2.52633376274646e-60,1.81390764165196e-57,56.7413848295924,Up-regulated
GPAT3,1.78722944881204,0.0186589352626997,0.0382140630896671,1.41777678372981,Up-regulated
ADAL,1.76525054349462,4.81089470827281e-05,0.000164226104621547,3.78455780828846,Up-regulated
GGH,1.7508618049987,0.00278147200089252,0.0070155628687617,2.15393747916297,Up-regulated
FDXR,1.73526971122576,1.75264316744103e-05,6.36626202810788e-05,4.19611549027998,Up-regulated
UROD,1.73447910098737,3.49147589398795e-19,3.79830256345962e-18,17.4204104433886,Up-regulated
DPM2,1.71139137399009,3.54824606828639e-23,4.99537387652868e-22,21.3014320016448,Up-regulated
MAOB,1.71026843354728,0.000115826849233677,0.000370035487871417,3.43175662337176,Up-regulated
GAPDH,1.70904882752668,6.09914037029724e-80,1.31375483576202e-76,75.8814856723788,Up-regulated
PIP5K1B,1.70718674248272,0.000314457516605213,0.000932977260010507,3.03012894143282,Up-regulated
DCTPP1,1.66712109228149,6.1827547082091e-13,4.46901128908805e-12,11.3497885482749,Up-regulated
DHFR2,1.66206631887054,0.000202678404954289,0.000621893567338373,3.2062839353619,Up-regulated
PLEKHA1,1.6575516412609,1.49478958810255e-05,5.5133163917344e-05,4.25858708402325,Up-regulated
CHAC1,1.65037026738839,0.0375698542781443,0.0709872509781779,1.14881964180196,NS.
GM2A,1.64746757524013,1.33410665694968e-05,4.95459610184416e-05,4.30499174337646,Up-regulated
SPHK1,1.63716858186979,0.000263508942255227,0.000793843722542321,3.10026498512659,Up-regulated
MMAB,1.63088337976553,1.03762733128861e-06,4.46117619080971e-06,5.35055062428464,Up-regulated
NUP85,1.62471052065859,2.33604728777584e-10,1.42142538357886e-09,8.84727593326548,Up-regulated
DHRS4L2,1.61733041368593,0.000123934754511405,0.000392470660279027,3.40619280402748,Up-regulated
GALK1,1.6128762248278,6.90658067072325e-16,6.17293558702816e-15,14.2095082547588,Up-regulated
EPM2A,1.60490803713347,0.00836563175593825,0.0190280591742316,1.72060550666341,Up-regulated
DPP4,1.60490803713331,0.00836563232961809,0.0190280591742316,1.72060550666341,Up-regulated
AIMP2,1.60490792227728,2.05342694344626e-14,1.63213344508607e-13,12.7872443357199,Up-regulated
HMBS,1.60490790480454,7.90423414160064e-05,0.000260730786232891,3.58380768574125,Up-regulated
ALKBH8,1.60490789402988,1.11712374886056e-05,4.18484270442719e-05,4.37832086117923,Up-regulated
FXN,1.60490789336234,0.0165514520573683,0.0345798523099625,1.46117686592344,Up-regulated
PLEKHA5,1.60490789316081,0.0710070726045462,0.123346156766284,0.908874377760772,NS.
NUDT1,1.59454511057323,4.06582363902938e-22,5.15163771674663e-21,20.2880546858559,Up-regulated
B4GALT5,1.58795833560133,1.54984534771434e-07,7.4517117834301e-07,6.12774395104989,Up-regulated
DTYMK,1.5865587544983,2.72020701325015e-08,1.39176387328761e-07,6.85643444089422,Up-regulated
EBP,1.58396471951745,1.48884801609027e-17,1.46437380212714e-16,15.8343480493162,Up-regulated
SLC25A17,1.57042173069465,1.21372984914923e-10,7.57789592773173e-10,9.12045136347409,Up-regulated
DHRS3,1.56868236242144,0.00982793368381931,0.0218240919123163,1.6610638179855,Up-regulated
LAMTOR2,1.56052417420321,8.74193030055271e-29,1.94124926467944e-27,26.7119186957686,Up-regulated
DERA,1.56045613079163,6.41289431185053e-10,3.77414599664646e-09,8.42318130387656,Up-regulated
LGMN,1.55084038422425,0.132264621980203,0.210567624349857,0.676608402604877,NS.
SHMT2,1.54335000097585,2.11634243331463e-13,1.58836292730304e-12,11.7990502580068,Up-regulated
CARNS1,1.53344893945722,0.0114749245777392,0.0251444430726858,1.59955797917759,Up-regulated
MORC2,1.53344893945721,0.0114749245777392,0.0251444430726858,1.59955797917759,Up-regulated
IMPA2,1.53344892938022,0.0204233830857222,0.0415406942333993,1.3815262497553,Up-regulated
POLA2,1.53000701655693,5.98482010353713e-05,0.000200799104408395,3.69723822853578,Up-regulated
MAGOHB,1.53000669336545,6.6647056866001e-13,4.78525868297887e-12,11.3200945800285,Up-regulated
ESYT2,1.522536688188,3.93737493232202e-10,2.36242495939321e-09,8.62664197762887,Up-regulated
ACADS,1.51513370608407,2.00785968221848e-07,9.38162636767591e-07,6.02772186724132,Up-regulated
SUV39H1,1.51393612012316,0.00134936176836354,0.00357506180695579,2.44671644555862,Up-regulated
PLPP1,1.51212615990529,4.76103617843003e-14,3.74279997384609e-13,12.42680338223,Up-regulated
NDUFC2,1.51174265081399,8.6142363465177e-22,1.06028943373709e-20,19.9745755665118,Up-regulated
LSM5,1.50385772920605,2.05485829035059e-23,2.91195049829945e-22,21.535816012085,Up-regulated
RNLS,1.49954737877717,0.0132969072414265,0.0286415381980328,1.54300366188866,Up-regulated
MTHFD1L,1.49954737872245,5.74832903866523e-05,0.000193467199207577,3.71339265550637,Up-regulated
POLD2,1.49242992890911,2.14930233025261e-10,1.3152264827739e-09,8.88099945496919,Up-regulated
LSM4,1.48668922279978,1.24447006779461e-22,1.63450519879854e-21,20.7866136937401,Up-regulated
TPI1,1.48600315258269,1.68397214431347e-56,6.04545999808535e-54,53.2185706481482,Up-regulated
SESN1,1.48301790505215,0.00123010217587811,0.00328739464868667,2.48314815613783,Up-regulated
NAGA,1.48152877779267,1.0085355946708e-05,3.80452832035184e-05,4.41969917872685,Up-regulated
SNRPE,1.48034517073727,3.97238551963384e-28,8.4718004052389e-27,26.0720242847141,Up-regulated
ADAMTS3,1.47485476570057,0.00488478912167046,0.0117169663341628,1.93118481791497,Up-regulated
ACY1,1.46677769026597,0.000606531493676443,0.00173963893126373,2.75954088185068,Up-regulated
HYAL2,1.46677102826094,0.0153003675239633,0.0324379839041505,1.48894614603029,Up-regulated
COQ3,1.46677102826094,0.0153003675239633,0.0324379839041505,1.48894614603029,Up-regulated
TNFAIP8L2,1.46675755488157,0.0249370896463349,0.0497817341039902,1.30292997918832,Up-regulated
SLC27A2,1.46535601470321,2.66148181488665e-08,1.36821762034985e-07,6.8638448208904,Up-regulated
TKFC,1.46382940403392,6.89886928987421e-05,0.000230033505423979,3.63820890241297,Up-regulated
MTHFD2L,1.46273343004124,0.000855983009021241,0.00236383000183558,2.6263837595672,Up-regulated
PSMA4,1.45393686671865,5.27198695371923e-27,9.96128061255371e-26,25.0016848255106,Up-regulated
NHP2,1.45131759462539,5.32380587024303e-22,6.62859991011762e-21,20.1785781933934,Up-regulated
VKORC1,1.45075721367201,0.000689594519794884,0.00194168182436364,2.71182193469794,Up-regulated
NDUFB3,1.44285292747523,3.96383010972763e-27,7.62329469317261e-26,25.1178572914139,Up-regulated
AHCY,1.43830375246415,1.7713789689905e-07,8.36743486667881e-07,6.07740765956798,Up-regulated
ADSL,1.43696389327452,3.95448997587079e-15,3.40718856321027e-14,13.4676038307128,Up-regulated
PSMA2,1.42300730110354,1.46224930708399e-13,1.11296290016216e-12,11.953519312326,Up-regulated
PSAT1,1.42258633657838,0.000131165071872793,0.000412451919436489,3.3846266709697,Up-regulated
CYB5A,1.42142959844064,7.18841054395452e-13,5.14413166500931e-12,11.2886879240933,Up-regulated
ATP5PO,1.42017379017546,6.90404412299019e-09,3.72714562429095e-08,7.42862363848027,Up-regulated
ATP5MC1,1.41990968517695,1.12744646323059e-23,1.61901312119913e-22,21.7907496315176,Up-regulated
ALDH6A1,1.41950467003101,0.00110993046804301,0.00299222807029367,2.52400530723301,Up-regulated
PAFAH1B3,1.4165986165787,1.18178631454121e-14,9.71590733405256e-14,13.0125166359523,Up-regulated
COX5A,1.41407564690002,7.728266779743e-40,3.39728298848295e-38,37.4688682755563,Up-regulated
B3GALT6,1.41253600071492,1.30916108040059e-09,7.52838580891947e-09,8.12329813262127,Up-regulated
GGCT,1.40976207384089,4.77016397371553e-10,2.85414811093979e-09,8.5445234936969,Up-regulated
SMS,1.4093719973727,9.98750912524938e-17,9.27288562749447e-16,15.0327850968065,Up-regulated
MGST2,1.40423846153736,0.0199150814150856,0.0406222399319075,1.39123613304232,Up-regulated
SEPHS1,1.40423845664335,3.35859290476873e-05,0.000117632668567022,3.92947205063986,Up-regulated
NMNAT1,1.40423841719321,0.0301443133116515,0.0589744331274273,1.22933622493687,NS.
GEMIN6,1.39218950905727,2.50192706889714e-07,1.15152797145394e-06,5.93872550824204,Up-regulated
ASNS,1.38784338814798,5.71776364911046e-05,0.000192739638500531,3.71502895990734,Up-regulated
COX18,1.38621869240447,0.00601439327602651,0.0142519286210793,1.84612636142269,Up-regulated
SLC37A4,1.38176434204821,0.0113875803497478,0.0250294368095477,1.60154892239567,Up-regulated
RRM1,1.37622416174397,1.74120439876915e-09,9.86987967091775e-09,8.00568814201881,Up-regulated
PDSS1,1.37438423476087,0.000253359222323698,0.000765407804888142,3.11610711357406,Up-regulated
ACAT1,1.37071450586161,4.94782424346391e-07,2.20198624388869e-06,5.65718539845323,Up-regulated
PKM,1.36810149156023,5.60408643293258e-31,1.43704787815914e-29,28.8425287622249,Up-regulated
GTF2H2,1.36705819465848,7.495674007605e-06,2.87289711964078e-05,4.54167992610423,Up-regulated
GNG5,1.3666580618037,7.28008089359197e-40,3.32497047565901e-38,37.4782122066963,Up-regulated
NDUFA7,1.36601617413014,2.22253289943523e-09,1.24346386113857e-08,7.90536683213604,Up-regulated
