gene,log2FC,pVal,adj.p,-Log10(adj.P),expression
TSPOAP1,2.97257266654979,2.17828218284877e-06,5.05845529128214e-05,4.29598208412709,Up-regulated
SLC19A2,2.65948087853716,0.000586728697909405,0.00915121625843774,2.0385211814281,Up-regulated
CYP2U1,2.37179880819226,0.000108681719793969,0.00197517212495126,2.70439505210877,Up-regulated
B3GALNT2,2.34005010788772,0.000368027428518613,0.00605651437483387,2.21777724766493,Up-regulated
GCNT1,2.27942551305991,0.00334149855630087,0.0413238578856143,1.38379914068041,Up-regulated
SEPSECS,2.21329908664882,0.000156143062518684,0.00278922222789787,2.55451688246937,Up-regulated
ATP6V1A,2.10272192128429,4.10090851337953e-05,0.000832126096404196,3.07981085781617,Up-regulated
PTPN13,2.0140491710509,0.0347048992603063,0.242843723892259,0.614673116050039,NS.
INPP5E,2.01029684380304,0.0070881209542211,0.0779868872783381,1.10797841348124,NS.
SYNJ1,2.00805240599376,8.64013393203868e-05,0.00162683602864512,2.78865621807929,Up-regulated
LGMN,1.98807368464861,0.0027468925769388,0.0354383054679142,1.45052705268591,Up-regulated
ACSS2,1.90381381576417,0.00766939583482371,0.08220019125529,1.08512717198525,NS.
NEU1,1.9012192989493,6.05919861423944e-06,0.000134720479827239,3.8705663790366,Up-regulated
HMGCS1,1.86837380480021,1.19352718597086e-05,0.000257162043162794,3.58979313240968,Up-regulated
PDE8A,1.77154537245367,0.000960617672299295,0.014340649536468,1.84343117755836,Up-regulated
NCOA6,1.75400110334348,0.00131248816244779,0.0186605459831012,1.72907565351668,Up-regulated
ADHFE1,1.71980986381064,0.0226054453008874,0.183121630538196,0.737260353303214,NS.
IL4I1,1.67865162958122,0.0906707342042964,0.485902139710204,0.313451188481163,NS.
MCCC1,1.67462941445244,0.00315709902980616,0.0395109998341011,1.40328198026695,Up-regulated
GNS,1.67061947225091,0.00182785409159435,0.0249687258263542,1.60260361947094,Up-regulated
IDUA,1.65474610470983,0.0216583439141149,0.176132057511673,0.754161591600301,NS.
COQ3,1.64690763858867,0.102264113407254,0.518766983061072,0.285027672392664,NS.
MRM1,1.6469029375678,0.123324809165817,0.580065531681379,0.236522940161295,NS.
PAPSS1,1.63912097771628,4.73823473447358e-05,0.000934236848589603,3.02954300707229,Up-regulated
ABHD17B,1.63139877383314,0.0285245677956903,0.216786715247246,0.663967335009984,NS.
FLVCR1,1.61613231552696,0.108749721920713,0.538594594346661,0.268738009738466,NS.
TSC1,1.61613127547132,0.0083806444950883,0.0884623585592654,1.05324148577108,NS.
POC1B-GALNT4,1.61613127338957,0.128951335013885,0.596975680545901,0.224043360696171,NS.
B4GALT5,1.6010946993267,0.112048108285335,0.547150863109652,0.261892911358337,NS.
PYGM,1.60109457274089,0.112048119335374,0.547150863109652,0.261892911358337,NS.
SENP3,1.6010933943992,0.131816913723707,0.602838839567939,0.219798774826805,NS.
PDE7B,1.60109339121534,0.180721608160988,0.720817101252796,0.142174918350275,NS.
GPD1L,1.58627876052184,0.0268764841967576,0.208817293573321,0.680233537315085,NS.
EP300,1.5830156596987,3.10283149087042e-05,0.000642071070883086,3.19241689718968,Up-regulated
XYLT1,1.57167952251426,0.161441924609899,0.678900648761948,0.168193776310733,NS.
TXNRD1,1.56206404863829,0.000289137483192647,0.00493494875352395,2.30671735285804,Up-regulated
HACD2,1.54592700990657,0.00171073002421266,0.0236783162291686,1.62564918363746,Up-regulated
GGPS1,1.54310613546762,0.16665914618676,0.691816029013078,0.160009379830642,NS.
SLC26A2,1.54310613422919,0.0674468294238255,0.395965936785942,0.402342172918406,NS.
PARP14,1.53799757127596,4.79737969893176e-05,0.00093705827764181,3.02823339857731,Up-regulated
LPCAT3,1.53509006028907,0.000100530408801821,0.00185936773801599,2.7306347087773,Up-regulated
ADAT2,1.51532660427437,0.0506970800353373,0.318188880702267,0.497315001100575,NS.
PANK4,1.51532657073982,0.0390973286818191,0.262967069490055,0.580098633389274,NS.
L2HGDH,1.51532656961401,0.149690312427312,0.655503190464146,0.183425190171301,NS.
COLGALT1,1.50850060538622,0.0398379253725172,0.266863025732567,0.573711594188054,NS.
MTMR8,1.50172096210087,0.135775650952698,0.618237713488321,0.208844505807337,NS.
MTMR3,1.50172094798513,0.00294783114589694,0.0377973441406417,1.42253871512537,Up-regulated
ADAMTS10,1.48830038425661,0.198733895070396,0.741766609298139,0.129732720379141,NS.
SLC9A1,1.48829789711328,0.155888161224199,0.673143802004014,0.17189214863549,NS.
SLC22A5,1.47505267034107,0.159028845888035,0.674753068699939,0.170855131645222,NS.
POLR3A,1.47505267026037,0.0194404577020132,0.163339279620675,0.786909364123149,NS.
RPTOR,1.47067629753632,0.0125405945348818,0.119679646474443,0.921979702354158,NS.
SEC24D,1.47067629565917,0.0196859426876207,0.164574480868509,0.783637506166295,NS.
FAR2,1.46198059314254,0.183130337082792,0.726266422206897,0.138904034301164,NS.
ADCY7,1.45421859118049,0.00251282294175592,0.0329013225866255,1.48278664367531,Up-regulated
AMACR,1.44912325061111,0.149918911503283,0.655503190464146,0.183425190171301,NS.
UTP14C,1.44907718392034,0.206214292134322,0.759584982865956,0.119423629931489,NS.
ACER3,1.43633815810523,0.0600916327854663,0.365091606167513,0.437598151813451,NS.
ABCB1,1.41133685593369,0.0373247830919298,0.254100314860369,0.594994796807025,NS.
GCH1,1.40450155932804,0.000306865933277507,0.00517217581088701,2.28632672114656,Up-regulated
GZMH,1.39298771402625,0.413698129369855,0.99529232047759,0.00204934686707179,NS.
TRIB3,1.3869562031297,0.168039425960723,0.694075889837768,0.158593041453105,NS.
LPCAT1,1.3839378818466,0.00900902116658893,0.0919940687281649,1.03624017267257,NS.
