gene,log2FC,pVal,adj.p,-Log10(adj.P),expression
APOBEC3B,4.58572305103094,2.58398223295703e-21,9.09460413364288e-21,20.0412161999887,Up-regulated
HMMR,4.16586919890288,7.25495746443835e-19,2.25826277144512e-18,17.6462255249669,Up-regulated
RRM2,4.02360413202718,3.48866583467071e-32,1.76398737274195e-31,30.7535045280297,Up-regulated
TYMS,4.01082369816268,2.79551543133381e-16,7.61256667394819e-16,15.1184688906151,Up-regulated
GGH,3.66373428814428,3.47048227184975e-39,2.17308686440825e-38,37.6629229133577,Up-regulated
TK1,3.39233235604698,1.94518667393249e-25,7.98082303933446e-25,24.0979523187984,Up-regulated
TST,3.2386492120298,9.58544526703795e-17,2.6641353684128697e-16,15.5744437118362,Up-regulated
CAV1,3.18635660447461,2.07546249792486e-07,3.28958515123631e-07,6.48285886736577,Up-regulated
GPAT3,3.15497692736254,1.78651573301254e-11,3.7180240472550794e-11,10.4296878056463,Up-regulated
DHFR,3.14058818990972,9.25710796621399e-38,5.60107038180476e-37,36.2517289700491,Up-regulated
CBR3,3.05039302955984,3.02563749895396e-19,9.55604570783991e-19,18.0197217816288,Up-regulated
HPGD,2.95159304097791,1.86209537213913e-15,4.873576466084671e-15,14.3121522154949,Up-regulated
NQO1,2.93706442546526,2.32220955605711e-14,5.73628369695758e-14,13.2413693780905,Up-regulated
QPRT,2.83170388470427,2.42698031978116e-12,5.30732549117627e-12,11.2751242768539,Up-regulated
DTYMK,2.82433467898294,3.91146954651793e-56,3.937058599625989e-55,54.4048281210734,Up-regulated
SLC37A4,2.76656461942507,1.96744075681486e-16,5.4123466030385795e-16,15.2666143992571,Up-regulated
SUV39H1,2.72250477676118,9.25910066590278e-19,2.85323359575888e-18,17.5446626709661,Up-regulated
POLA1,2.70880576331306,7.96386213809503e-19,2.4682243230872898e-18,17.6076153722515,Up-regulated
ACOT7,2.70695220890852,2.13075857586735e-45,1.5772006778069602e-44,43.8021130449593,Up-regulated
PLEKHA5,2.70299180361879,2.30254711986807e-05,3.15702514079938e-05,4.50072195961334,Up-regulated
